split,fname,cell_count
test,Part_1_203_pathology_breast_inflammatory+cells.png,6
test,Part_1_203_pathology_breast_connective+tissue+cells.png,7
test,Part_1_204_pathology_breast_inflammatory+cells.png,2
test,Part_1_204_pathology_breast_connective+tissue+cells.png,8
test,Part_1_204_pathology_breast_epithelial+cells.png,38
test,Part_1_205_pathology_breast_connective+tissue+cells.png,2
test,Part_1_205_pathology_breast_epithelial+cells.png,42
train,Part_1_206_pathology_breast_inflammatory+cells.png,1
train,Part_1_206_pathology_breast_connective+tissue+cells.png,6
train,Part_1_206_pathology_breast_epithelial+cells.png,30
train,Part_1_207_pathology_breast_connective+tissue+cells.png,2
train,Part_1_207_pathology_breast_epithelial+cells.png,30
train,Part_1_208_pathology_breast_inflammatory+cells.png,1
train,Part_1_208_pathology_breast_connective+tissue+cells.png,8
train,Part_1_208_pathology_breast_epithelial+cells.png,21
test,Part_1_209_pathology_breast_inflammatory+cells.png,4
test,Part_1_209_pathology_breast_connective+tissue+cells.png,8
test,Part_1_209_pathology_breast_epithelial+cells.png,15
train,Part_1_210_pathology_breast_inflammatory+cells.png,2
train,Part_1_210_pathology_breast_connective+tissue+cells.png,3
train,Part_1_210_pathology_breast_epithelial+cells.png,36
train,Part_1_211_pathology_breast_inflammatory+cells.png,3
train,Part_1_211_pathology_breast_connective+tissue+cells.png,14
train,Part_1_211_pathology_breast_epithelial+cells.png,2
train,Part_1_212_pathology_breast_connective+tissue+cells.png,5
train,Part_1_212_pathology_breast_epithelial+cells.png,46
train,Part_1_213_pathology_breast_inflammatory+cells.png,3
train,Part_1_213_pathology_breast_connective+tissue+cells.png,10
train,Part_1_213_pathology_breast_epithelial+cells.png,32
train,Part_1_214_pathology_breast_inflammatory+cells.png,2
train,Part_1_214_pathology_breast_connective+tissue+cells.png,11
train,Part_1_214_pathology_breast_epithelial+cells.png,29
train,Part_1_215_pathology_breast_inflammatory+cells.png,3
train,Part_1_215_pathology_breast_connective+tissue+cells.png,13
train,Part_1_215_pathology_breast_epithelial+cells.png,22
train,Part_1_216_pathology_breast_connective+tissue+cells.png,5
train,Part_1_216_pathology_breast_epithelial+cells.png,16
train,Part_1_217_pathology_breast_connective+tissue+cells.png,7
train,Part_1_217_pathology_breast_epithelial+cells.png,23
train,Part_1_218_pathology_breast_inflammatory+cells.png,1
train,Part_1_218_pathology_breast_connective+tissue+cells.png,11
train,Part_1_218_pathology_breast_epithelial+cells.png,15
train,Part_1_219_pathology_breast_inflammatory+cells.png,11
train,Part_1_219_pathology_breast_connective+tissue+cells.png,5
train,Part_1_219_pathology_breast_epithelial+cells.png,22
train,Part_1_220_pathology_breast_epithelial+cells.png,36
train,Part_1_221_pathology_breast_connective+tissue+cells.png,7
train,Part_1_221_pathology_breast_epithelial+cells.png,25
train,Part_1_222_pathology_breast_connective+tissue+cells.png,4
train,Part_1_222_pathology_breast_epithelial+cells.png,32
test,Part_1_223_pathology_breast_connective+tissue+cells.png,2
test,Part_1_223_pathology_breast_epithelial+cells.png,51
train,Part_1_224_pathology_breast_inflammatory+cells.png,2
train,Part_1_224_pathology_breast_connective+tissue+cells.png,1
train,Part_1_224_pathology_breast_epithelial+cells.png,35
train,Part_1_225_pathology_breast_inflammatory+cells.png,1
train,Part_1_225_pathology_breast_connective+tissue+cells.png,4
train,Part_1_225_pathology_breast_epithelial+cells.png,20
test,Part_1_226_pathology_breast_connective+tissue+cells.png,7
test,Part_1_226_pathology_breast_epithelial+cells.png,8
train,Part_1_227_pathology_breast_inflammatory+cells.png,1
train,Part_1_227_pathology_breast_connective+tissue+cells.png,5
train,Part_1_227_pathology_breast_epithelial+cells.png,37
train,Part_1_228_pathology_breast_inflammatory+cells.png,2
train,Part_1_228_pathology_breast_connective+tissue+cells.png,7
train,Part_1_228_pathology_breast_epithelial+cells.png,31
train,Part_1_229_pathology_breast_inflammatory+cells.png,2
train,Part_1_229_pathology_breast_connective+tissue+cells.png,10
train,Part_1_229_pathology_breast_epithelial+cells.png,26
train,Part_1_230_pathology_breast_inflammatory+cells.png,1
train,Part_1_230_pathology_breast_connective+tissue+cells.png,8
train,Part_1_230_pathology_breast_epithelial+cells.png,32
train,Part_1_231_pathology_breast_inflammatory+cells.png,1
train,Part_1_231_pathology_breast_connective+tissue+cells.png,11
train,Part_1_231_pathology_breast_epithelial+cells.png,11
train,Part_1_232_pathology_breast_inflammatory+cells.png,2
train,Part_1_232_pathology_breast_connective+tissue+cells.png,4
train,Part_1_232_pathology_breast_epithelial+cells.png,27
train,Part_1_233_pathology_breast_epithelial+cells.png,37
train,Part_1_234_pathology_breast_neoplastic+cells.png,1
train,Part_1_234_pathology_breast_connective+tissue+cells.png,3
test,Part_1_235_pathology_breast_neoplastic+cells.png,9
test,Part_1_235_pathology_breast_connective+tissue+cells.png,3
train,Part_1_236_pathology_breast_connective+tissue+cells.png,4
test,Part_1_237_pathology_breast_neoplastic+cells.png,5
test,Part_1_237_pathology_breast_connective+tissue+cells.png,1
train,Part_1_238_pathology_breast_neoplastic+cells.png,16
train,Part_1_238_pathology_breast_inflammatory+cells.png,1
train,Part_1_238_pathology_breast_connective+tissue+cells.png,1
train,Part_1_239_pathology_breast_connective+tissue+cells.png,4
train,Part_1_240_pathology_breast_inflammatory+cells.png,5
train,Part_1_240_pathology_breast_connective+tissue+cells.png,7
train,Part_1_240_pathology_breast_epithelial+cells.png,23
train,Part_1_241_pathology_breast_inflammatory+cells.png,7
train,Part_1_241_pathology_breast_connective+tissue+cells.png,11
train,Part_1_241_pathology_breast_epithelial+cells.png,9
train,Part_1_242_pathology_breast_inflammatory+cells.png,10
train,Part_1_242_pathology_breast_connective+tissue+cells.png,8
train,Part_1_242_pathology_breast_epithelial+cells.png,20
train,Part_1_243_pathology_breast_inflammatory+cells.png,11
train,Part_1_243_pathology_breast_connective+tissue+cells.png,8
train,Part_1_243_pathology_breast_epithelial+cells.png,13
train,Part_1_244_pathology_breast_inflammatory+cells.png,9
train,Part_1_244_pathology_breast_connective+tissue+cells.png,12
test,Part_1_245_pathology_breast_inflammatory+cells.png,1
test,Part_1_245_pathology_breast_connective+tissue+cells.png,6
test,Part_1_245_pathology_breast_epithelial+cells.png,17
train,Part_1_246_pathology_breast_inflammatory+cells.png,7
train,Part_1_246_pathology_breast_connective+tissue+cells.png,6
train,Part_1_246_pathology_breast_epithelial+cells.png,21
train,Part_1_247_pathology_breast_inflammatory+cells.png,1
train,Part_1_247_pathology_breast_connective+tissue+cells.png,3
train,Part_1_247_pathology_breast_epithelial+cells.png,36
train,Part_1_248_pathology_breast_inflammatory+cells.png,3
train,Part_1_248_pathology_breast_connective+tissue+cells.png,5
train,Part_1_248_pathology_breast_epithelial+cells.png,41
train,Part_1_249_pathology_breast_connective+tissue+cells.png,3
train,Part_1_249_pathology_breast_epithelial+cells.png,46
train,Part_1_250_pathology_breast_inflammatory+cells.png,6
train,Part_1_250_pathology_breast_connective+tissue+cells.png,20
train,Part_1_250_pathology_breast_epithelial+cells.png,20
train,Part_1_251_pathology_breast_inflammatory+cells.png,11
train,Part_1_251_pathology_breast_connective+tissue+cells.png,3
train,Part_1_251_pathology_breast_epithelial+cells.png,27
train,Part_1_252_pathology_breast_inflammatory+cells.png,19
train,Part_1_252_pathology_breast_connective+tissue+cells.png,4
train,Part_1_252_pathology_breast_epithelial+cells.png,28
train,Part_1_253_pathology_breast_inflammatory+cells.png,5
train,Part_1_253_pathology_breast_connective+tissue+cells.png,10
train,Part_1_253_pathology_breast_epithelial+cells.png,33
train,Part_1_254_pathology_breast_inflammatory+cells.png,10
train,Part_1_254_pathology_breast_connective+tissue+cells.png,6
train,Part_1_254_pathology_breast_epithelial+cells.png,27
train,Part_1_255_pathology_breast_inflammatory+cells.png,16
train,Part_1_255_pathology_breast_connective+tissue+cells.png,6
train,Part_1_255_pathology_breast_epithelial+cells.png,24
train,Part_1_256_pathology_breast_inflammatory+cells.png,1
train,Part_1_256_pathology_breast_connective+tissue+cells.png,6
test,Part_1_257_pathology_breast_connective+tissue+cells.png,15
train,Part_1_258_pathology_breast_connective+tissue+cells.png,4
train,Part_1_258_pathology_breast_epithelial+cells.png,27
train,Part_1_259_pathology_breast_inflammatory+cells.png,1
train,Part_1_259_pathology_breast_connective+tissue+cells.png,5
train,Part_1_259_pathology_breast_epithelial+cells.png,19
train,Part_1_260_pathology_breast_connective+tissue+cells.png,6
train,Part_1_260_pathology_breast_epithelial+cells.png,22
test,Part_1_261_pathology_breast_neoplastic+cells.png,19
test,Part_1_261_pathology_breast_inflammatory+cells.png,1
train,Part_1_262_pathology_breast_neoplastic+cells.png,18
train,Part_1_263_pathology_breast_neoplastic+cells.png,16
train,Part_1_263_pathology_breast_connective+tissue+cells.png,1
train,Part_1_264_pathology_breast_neoplastic+cells.png,15
train,Part_1_264_pathology_breast_connective+tissue+cells.png,1
train,Part_1_265_pathology_breast_neoplastic+cells.png,17
train,Part_1_265_pathology_breast_connective+tissue+cells.png,3
train,Part_1_266_pathology_breast_neoplastic+cells.png,20
train,Part_1_267_pathology_breast_neoplastic+cells.png,19
train,Part_1_268_pathology_breast_neoplastic+cells.png,20
train,Part_1_269_pathology_breast_neoplastic+cells.png,11
train,Part_1_269_pathology_breast_inflammatory+cells.png,9
train,Part_1_269_pathology_breast_connective+tissue+cells.png,5
train,Part_1_270_pathology_breast_neoplastic+cells.png,17
train,Part_1_270_pathology_breast_inflammatory+cells.png,7
train,Part_1_270_pathology_breast_connective+tissue+cells.png,1
train,Part_1_271_pathology_breast_inflammatory+cells.png,14
train,Part_1_271_pathology_breast_connective+tissue+cells.png,21
train,Part_1_272_pathology_breast_neoplastic+cells.png,2
train,Part_1_272_pathology_breast_inflammatory+cells.png,29
train,Part_1_272_pathology_breast_connective+tissue+cells.png,14
train,Part_1_273_pathology_breast_neoplastic+cells.png,23
train,Part_1_273_pathology_breast_connective+tissue+cells.png,1
train,Part_1_274_pathology_breast_neoplastic+cells.png,16
train,Part_1_274_pathology_breast_connective+tissue+cells.png,1
train,Part_1_275_pathology_breast_neoplastic+cells.png,6
train,Part_1_275_pathology_breast_inflammatory+cells.png,7
train,Part_1_275_pathology_breast_connective+tissue+cells.png,1
test,Part_1_276_pathology_breast_neoplastic+cells.png,19
train,Part_1_277_pathology_breast_neoplastic+cells.png,23
train,Part_1_278_pathology_breast_neoplastic+cells.png,16
train,Part_1_278_pathology_breast_connective+tissue+cells.png,3
train,Part_1_279_pathology_breast_inflammatory+cells.png,4
train,Part_1_279_pathology_breast_connective+tissue+cells.png,6
train,Part_1_279_pathology_breast_epithelial+cells.png,4
train,Part_1_280_pathology_breast_inflammatory+cells.png,1
train,Part_1_280_pathology_breast_connective+tissue+cells.png,13
train,Part_1_280_pathology_breast_epithelial+cells.png,13
train,Part_1_281_pathology_breast_inflammatory+cells.png,2
train,Part_1_281_pathology_breast_connective+tissue+cells.png,12
train,Part_1_281_pathology_breast_epithelial+cells.png,25
train,Part_1_282_pathology_breast_inflammatory+cells.png,5
train,Part_1_282_pathology_breast_connective+tissue+cells.png,13
train,Part_1_282_pathology_breast_epithelial+cells.png,7
train,Part_1_283_pathology_breast_neoplastic+cells.png,12
train,Part_1_283_pathology_breast_connective+tissue+cells.png,7
test,Part_1_284_pathology_breast_neoplastic+cells.png,11
test,Part_1_284_pathology_breast_inflammatory+cells.png,2
test,Part_1_284_pathology_breast_connective+tissue+cells.png,7
train,Part_1_285_pathology_breast_neoplastic+cells.png,20
train,Part_1_285_pathology_breast_inflammatory+cells.png,5
train,Part_1_285_pathology_breast_connective+tissue+cells.png,3
train,Part_1_286_pathology_breast_neoplastic+cells.png,5
train,Part_1_286_pathology_breast_inflammatory+cells.png,13
train,Part_1_286_pathology_breast_connective+tissue+cells.png,16
train,Part_1_287_pathology_breast_neoplastic+cells.png,5
train,Part_1_287_pathology_breast_inflammatory+cells.png,12
train,Part_1_287_pathology_breast_connective+tissue+cells.png,11
train,Part_1_288_pathology_breast_inflammatory+cells.png,22
train,Part_1_288_pathology_breast_connective+tissue+cells.png,8
train,Part_1_289_pathology_breast_inflammatory+cells.png,23
train,Part_1_289_pathology_breast_connective+tissue+cells.png,5
train,Part_1_290_pathology_breast_neoplastic+cells.png,2
train,Part_1_290_pathology_breast_inflammatory+cells.png,28
train,Part_1_290_pathology_breast_connective+tissue+cells.png,14
train,Part_1_291_pathology_breast_inflammatory+cells.png,30
train,Part_1_291_pathology_breast_connective+tissue+cells.png,8
train,Part_1_292_pathology_breast_neoplastic+cells.png,1
train,Part_1_292_pathology_breast_inflammatory+cells.png,15
train,Part_1_292_pathology_breast_connective+tissue+cells.png,7
test,Part_1_293_pathology_breast_inflammatory+cells.png,7
test,Part_1_293_pathology_breast_connective+tissue+cells.png,9
train,Part_1_294_pathology_breast_inflammatory+cells.png,12
train,Part_1_294_pathology_breast_connective+tissue+cells.png,9
train,Part_1_295_pathology_breast_inflammatory+cells.png,45
train,Part_1_295_pathology_breast_connective+tissue+cells.png,6
train,Part_1_296_pathology_breast_neoplastic+cells.png,26
train,Part_1_296_pathology_breast_inflammatory+cells.png,4
train,Part_1_296_pathology_breast_connective+tissue+cells.png,2
test,Part_1_297_pathology_breast_inflammatory+cells.png,1
test,Part_1_297_pathology_breast_connective+tissue+cells.png,14
train,Part_1_298_pathology_breast_neoplastic+cells.png,11
train,Part_1_298_pathology_breast_inflammatory+cells.png,2
train,Part_1_298_pathology_breast_connective+tissue+cells.png,9
train,Part_1_299_pathology_breast_neoplastic+cells.png,1
train,Part_1_299_pathology_breast_inflammatory+cells.png,1
train,Part_1_299_pathology_breast_connective+tissue+cells.png,10
train,Part_1_300_pathology_breast_neoplastic+cells.png,3
train,Part_1_300_pathology_breast_inflammatory+cells.png,1
train,Part_1_300_pathology_breast_connective+tissue+cells.png,8
train,Part_1_301_pathology_breast_neoplastic+cells.png,9
train,Part_1_301_pathology_breast_inflammatory+cells.png,2
train,Part_1_301_pathology_breast_connective+tissue+cells.png,6
train,Part_1_302_pathology_breast_neoplastic+cells.png,10
train,Part_1_302_pathology_breast_inflammatory+cells.png,1
train,Part_1_302_pathology_breast_connective+tissue+cells.png,1
train,Part_1_303_pathology_breast_neoplastic+cells.png,3
train,Part_1_303_pathology_breast_connective+tissue+cells.png,10
train,Part_1_304_pathology_breast_inflammatory+cells.png,2
train,Part_1_304_pathology_breast_connective+tissue+cells.png,9
train,Part_1_305_pathology_breast_inflammatory+cells.png,1
train,Part_1_305_pathology_breast_connective+tissue+cells.png,10
train,Part_1_306_pathology_breast_neoplastic+cells.png,6
train,Part_1_306_pathology_breast_connective+tissue+cells.png,7
train,Part_1_307_pathology_breast_neoplastic+cells.png,10
train,Part_1_307_pathology_breast_connective+tissue+cells.png,4
train,Part_1_308_pathology_breast_neoplastic+cells.png,11
train,Part_1_308_pathology_breast_connective+tissue+cells.png,8
train,Part_1_309_pathology_breast_neoplastic+cells.png,22
train,Part_1_309_pathology_breast_connective+tissue+cells.png,4
test,Part_1_310_pathology_breast_neoplastic+cells.png,1
test,Part_1_310_pathology_breast_inflammatory+cells.png,5
test,Part_1_310_pathology_breast_connective+tissue+cells.png,8
train,Part_1_311_pathology_breast_inflammatory+cells.png,1
train,Part_1_311_pathology_breast_connective+tissue+cells.png,7
train,Part_1_311_pathology_breast_epithelial+cells.png,15
train,Part_1_312_pathology_breast_inflammatory+cells.png,1
train,Part_1_312_pathology_breast_connective+tissue+cells.png,14
train,Part_1_312_pathology_breast_epithelial+cells.png,10
train,Part_1_313_pathology_breast_inflammatory+cells.png,1
train,Part_1_313_pathology_breast_connective+tissue+cells.png,14
train,Part_1_313_pathology_breast_epithelial+cells.png,9
test,Part_1_314_pathology_breast_connective+tissue+cells.png,11
